distance_angstrom,orca_n_fod,pyscf_n_fod,pyscf_minus_orca,relative_difference
1.10,0.000260,0.0002602417702265068,0.0000002417702265068147,0.000929885486564672
1.40,0.020115,0.020124481732668915,0.000009481732668913806,0.00047137622017965724
1.80,0.564187,0.564165507357133,-0.000021492642866993705,-0.000038094892060599954
2.20,2.010567,2.00968438645659,-0.0008826135434101268,-0.00043898738187293773
2.60,3.388195,3.3881069020597323,-0.00008809794026776174,-0.00002600143742251014
3.00,4.464895,4.465076042924347,0.00018104292434628633,0.00004054808105146623

